1252,451,2,totals
1253,458,2,h2h
1254,458,2,spreads
1255,458,2,totals
1256,462,2,h2h
1257,462,2,spreads
1258,462,2,totals
1259,457,2,h2h
1260,457,2,spreads
1261,457,2,totals
1262,455,2,h2h
1263,455,2,spreads
1264,455,2,totals
1265,454,2,h2h
1266,454,2,spreads
1267,454,2,totals
1268,456,2,h2h
1269,456,2,spreads
1270,456,2,totals
1271,459,2,h2h
1272,459,2,spreads
1273,459,2,totals
1274,460,2,h2h
1275,460,2,spreads
1276,460,2,totals
1277,461,2,h2h
1278,461,2,spreads
1279,461,2,totals
1280,466,2,h2h
1281,466,2,spreads
1282,466,2,totals
1283,467,2,h2h
1284,467,2,spreads
1285,467,2,totals
1286,468,2,h2h
1287,468,2,spreads
1288,468,2,totals
1289,463,2,h2h
1290,463,2,spreads
1291,463,2,totals
1292,465,2,h2h
1293,465,2,spreads
1294,465,2,totals
1295,464,2,h2h
1296,464,2,spreads
1297,464,2,totals
1298,471,2,h2h
1299,471,2,spreads
1300,471,2,totals
1301,473,2,h2h
1302,473,2,spreads
1303,473,2,totals
1304,472,2,h2h
1305,472,2,spreads
1306,472,2,totals
1307,470,2,h2h
1308,470,2,spreads
1309,470,2,totals
1310,475,2,h2h
1311,475,2,spreads
1312,475,2,totals
1313,474,2,h2h
1314,474,2,spreads
1315,474,2,totals
1316,481,2,h2h
1317,481,2,spreads
1318,481,2,totals
1319,476,2,h2h
1320,476,2,spreads
1321,476,2,totals
1322,480,2,h2h
1323,480,2,spreads
1324,480,2,totals
1325,477,2,h2h
1326,477,2,spreads
1327,477,2,totals
1328,478,2,h2h
1329,478,2,spreads
1330,478,2,totals
1331,483,2,h2h
1332,483,2,spreads
1333,483,2,totals
1334,487,2,h2h
1335,487,2,spreads
1336,487,2,totals
1337,484,2,h2h
1338,484,2,spreads
1339,484,2,totals
1340,485,2,h2h
1341,485,2,spreads
1342,485,2,totals
1343,488,2,h2h
1344,488,2,spreads
1345,488,2,totals
1346,489,2,h2h
1347,489,2,spreads
1348,489,2,totals
1349,486,2,h2h
1350,486,2,spreads
1351,486,2,totals
1352,482,2,h2h
1353,482,2,spreads
1354,482,2,totals
1355,492,2,h2h
1356,492,2,spreads
1357,492,2,totals
1358,491,2,h2h
1359,491,2,spreads
1360,491,2,totals
1361,494,2,h2h
1362,494,2,spreads
1363,494,2,totals
1364,493,2,h2h
1365,493,2,spreads
1366,493,2,totals
1367,490,2,h2h
1368,490,2,spreads
1369,490,2,totals
1370,501,2,h2h
1371,501,2,spreads
1372,501,2,totals
1373,497,2,h2h
1374,497,2,spreads
1375,497,2,totals
1376,499,2,h2h
1377,499,2,spreads
1378,499,2,totals
1379,496,2,h2h
1380,496,2,spreads
1381,496,2,totals
1382,500,2,h2h
1383,500,2,spreads
1384,500,2,totals
1385,498,2,h2h
1386,498,2,spreads
1387,498,2,totals
1388,504,2,h2h
1389,504,2,spreads
1390,504,2,totals
1391,502,2,h2h
1392,502,2,spreads
1393,502,2,totals
1394,503,2,h2h
1395,503,2,spreads
1396,503,2,totals
1397,513,2,h2h
1398,513,2,spreads
1399,513,2,totals
1400,509,2,h2h
1401,509,2,spreads
1402,509,2,totals
1403,508,2,h2h
1404,508,2,spreads
1405,508,2,totals
1406,505,2,h2h
